transferor_loan_number,due_date,scheduled_amount,received_on,received_amount
TR-0000096,2026-03-01,2628.62,2026-03-13,2628.62
TR-0000096,2026-04-01,2628.62,2026-03-31,2628.62
TR-0000096,2026-05-01,2628.62,2026-05-09,2628.62
TR-0000096,2026-06-01,2628.62,2026-06-10,2628.62
TR-0000096,2026-07-01,2628.62,2026-07-11,2628.62
TR-0000096,2026-08-01,2628.62,2026-08-07,2628.62
TR-0000096,2026-09-01,2628.62,2026-09-10,2628.62
TR-0000096,2026-10-01,2628.62,,
TR-0000097,2024-11-01,4679.73,2024-11-01,4679.73
TR-0000097,2024-12-01,4679.73,2024-12-13,4679.73
TR-0000097,2025-01-01,4679.73,2025-01-01,4679.73
TR-0000097,2025-02-01,4679.73,2025-02-09,4679.73
TR-0000097,2025-03-01,4679.73,2025-03-07,4679.73
TR-0000097,2025-04-01,4679.73,2025-04-08,4679.73
TR-0000097,2025-05-01,4679.73,2025-04-30,4679.73
TR-0000097,2025-06-01,4679.73,2025-06-03,4679.73
TR-0000097,2025-07-01,4679.73,2025-07-10,4679.73
TR-0000097,2025-08-01,4679.73,2025-08-03,4679.73
TR-0000097,2025-09-01,4679.73,2025-08-29,4679.73
TR-0000097,2025-10-01,4679.73,2025-10-10,4679.73
TR-0000097,2025-11-01,4679.73,2025-11-08,4679.73
TR-0000097,2025-12-01,4679.73,2025-12-06,4679.73
TR-0000097,2026-01-01,4679.73,2026-01-07,4679.73
TR-0000097,2026-02-01,4679.73,2026-02-04,4679.73
TR-0000097,2026-03-01,4679.73,2026-02-28,4679.73
TR-0000097,2026-04-01,4679.73,2026-04-12,4679.73
TR-0000097,2026-05-01,4679.73,2026-05-04,4679.73
TR-0000097,2026-06-01,4679.73,2026-06-12,4679.73
TR-0000097,2026-07-01,4679.73,2026-07-07,4679.73
TR-0000097,2026-08-01,4679.73,2026-08-01,4679.73
TR-0000097,2026-09-01,4679.73,2026-09-05,4679.73
TR-0000097,2026-10-01,4679.73,,
TR-0000098,2024-11-01,1941.89,2024-11-13,1941.89
TR-0000098,2024-12-01,1941.89,2024-12-07,1941.89
TR-0000098,2025-01-01,1941.89,2025-01-06,1941.89
TR-0000098,2025-02-01,1941.89,2025-02-04,1941.89
TR-0000098,2025-03-01,1941.89,2025-02-28,1941.89
TR-0000098,2025-04-01,1941.89,2025-04-02,1941.89
TR-0000098,2025-05-01,1941.89,2025-04-28,1941.89
TR-0000098,2025-06-01,1941.89,2025-05-31,1941.89
TR-0000098,2025-07-01,1941.89,2025-06-30,1941.89
TR-0000098,2025-08-01,1941.89,2025-07-30,1941.89
TR-0000098,2025-09-01,1941.89,2025-09-06,1941.89
TR-0000098,2025-10-01,1941.89,2025-09-30,1941.89
TR-0000098,2025-11-01,1941.89,2025-11-04,1941.89
TR-0000098,2025-12-01,1941.89,2025-12-08,1941.89
TR-0000098,2026-01-01,1941.89,2026-01-11,1941.89
TR-0000098,2026-02-01,1941.89,2026-02-09,1941.89
TR-0000098,2026-03-01,1941.89,2026-03-02,1941.89
TR-0000098,2026-04-01,1941.89,2026-04-12,1941.89
TR-0000098,2026-05-01,1941.89,2026-05-05,1941.89
TR-0000098,2026-06-01,1941.89,2026-06-01,1941.89
TR-0000098,2026-07-01,1941.89,2026-07-02,1941.89
TR-0000098,2026-08-01,1941.89,2026-08-06,1941.89
TR-0000098,2026-09-01,1941.89,2026-09-05,1941.89
TR-0000098,2026-10-01,1941.89,,
TR-0000099,2024-11-01,4121.98,2024-10-30,4121.98
TR-0000099,2024-12-01,4121.98,2024-12-05,4121.98
TR-0000099,2025-01-01,4121.98,2025-01-03,4121.98
TR-0000099,2025-02-01,4121.98,2025-02-08,4121.98
TR-0000099,2025-03-01,4121.98,2025-03-07,4121.98
TR-0000099,2025-04-01,4121.98,2025-04-11,4121.98
TR-0000099,2025-05-01,4121.98,2025-05-08,4121.98
TR-0000099,2025-06-01,4121.98,2025-06-09,4121.98
TR-0000099,2025-07-01,4121.98,2025-07-09,4121.98
TR-0000099,2025-08-01,4121.98,2025-08-05,4121.98
TR-0000099,2025-09-01,4121.98,2025-09-06,4121.98
TR-0000099,2025-10-01,4121.98,2025-10-03,4121.98
TR-0000099,2025-11-01,4121.98,2025-10-31,4121.98
TR-0000099,2025-12-01,4121.98,2025-12-03,4121.98
TR-0000099,2026-01-01,4121.98,2026-01-10,4121.98
TR-0000099,2026-02-01,4121.98,2026-01-29,4121.98
TR-0000099,2026-03-01,4121.98,2026-03-02,4121.98
TR-0000099,2026-04-01,4121.98,2026-04-08,4121.98
TR-0000099,2026-05-01,4121.98,2026-05-02,4121.98
TR-0000099,2026-06-01,4121.98,2026-06-08,4121.98
TR-0000099,2026-07-01,4121.98,2026-06-30,4121.98
TR-0000099,2026-08-01,4121.98,2026-08-12,4121.98
TR-0000099,2026-09-01,4121.98,2026-09-11,4121.98
TR-0000099,2026-10-01,4121.98,,
TR-0000100,2024-11-01,1256.66,2024-11-04,1256.66
TR-0000100,2024-12-01,1256.66,2024-12-01,1256.66
TR-0000100,2025-01-01,1256.66,2025-01-01,1256.66
TR-0000100,2025-02-01,1256.66,2025-02-07,1256.66
TR-0000100,2025-03-01,1256.66,2025-03-03,1256.66
TR-0000100,2025-04-01,1256.66,2025-04-06,1256.66
TR-0000100,2025-05-01,1256.66,2025-05-13,1256.66
TR-0000100,2025-06-01,1256.66,2025-06-11,1256.66
TR-0000100,2025-07-01,1256.66,2025-07-02,1256.66
TR-0000100,2025-08-01,1256.66,2025-08-05,1256.66
TR-0000100,2025-09-01,1256.66,2025-09-01,1256.66
TR-0000100,2025-10-01,1256.66,2025-10-06,1256.66
TR-0000100,2025-11-01,1256.66,2025-11-02,1256.66
TR-0000100,2025-12-01,1256.66,2025-11-28,1256.66
TR-0000100,2026-01-01,1256.66,2026-01-11,1256.66
TR-0000100,2026-02-01,1256.66,2026-02-11,1256.66
TR-0000100,2026-03-01,1256.66,2026-03-02,1256.66
TR-0000100,2026-04-01,1256.66,2026-04-09,1256.66
TR-0000100,2026-05-01,1256.66,2026-05-04,1256.66
TR-0000100,2026-06-01,1256.66,2026-06-05,1256.66
TR-0000100,2026-07-01,1256.66,2026-06-30,1256.66
TR-0000100,2026-08-01,1256.66,2026-08-04,1256.66
TR-0000100,2026-09-01,1256.66,,
TR-0000100,2026-10-01,1256.66,,
